-71.8	28.5
-71.85	28.5
-71.85	28.3
-71.9	28.3
-71.9	28.05
-71.95	28.05
-71.95	27.85
-72	27.85
-72	27.6
-72.05	27.6
-72.05	27.4
-72.1	27.4
-72.1	27.15
-72.15	27.15
-72.15	26.9
-72.2	26.9
-72.2	26.7
-72.25	26.7
-72.25	26.45
-72.3	26.45
-72.3	26.2
-72.35	26.2
-72.35	25.95
-72.4	25.95
-72.4	25.7
-72.45	25.7
-72.45	25.45
-72.5	25.45
-72.5	25.2
-72.55	25.2
-72.55	24.9
-72.6	24.9
-72.6	24.65
-72.65	24.65
-72.65	24.4
-100.4	24.4
